trp_multiplayer_profile_troop_male|联 机 男 性 玩 家 角 色　
trp_village_52_elder|村 落 长 老　
trp_village_53_elder|村 落 长 老　
trp_village_54_elder|村 落 长 老　
trp_village_55_elder|村 落 长 老　
trp_village_56_elder|村 落 长 老　
trp_village_57_elder|村 落 长 老　
trp_village_58_elder|村 落 长 老　
trp_village_59_elder|村 落 长 老　
trp_village_60_elder|村 落 长 老　
trp_village_61_elder|村 落 长 老　
trp_village_62_elder|村 落 长 老　
trp_village_63_elder|村 落 长 老　
trp_village_64_elder|村 落 长 老　
trp_village_65_elder|村 落 长 老　
trp_village_66_elder|村 落 长 老　
trp_village_67_elder|村 落 长 老　
trp_village_68_elder|村 落 长 老　
trp_village_69_elder|村 落 长 老　
trp_village_70_elder|村 落 长 老　
trp_village_71_elder|村 落 长 老　
trp_village_72_elder|村 落 长 老　
trp_village_73_elder|村 落 长 老　
trp_village_74_elder|村 落 长 老　
trp_village_75_elder|村 落 长 老　
trp_village_76_elder|村 落 长 老　
trp_village_77_elder|村 落 长 老　
trp_village_78_elder|村 落 长 老　
trp_village_79_elder|村 落 长 老　
trp_village_80_elder|村 落 长 老　
trp_village_81_elder|村 落 长 老　
trp_village_82_elder|村 落 长 老　
trp_village_83_elder|村 落 长 老　
trp_village_84_elder|村 落 长 老　
trp_village_85_elder|村 落 长 老　
trp_village_86_elder|村 落 长 老　
trp_village_87_elder|村 落 长 老　
trp_village_88_elder|村 落 长 老　
trp_village_89_elder|村 落 长 老　
trp_village_90_elder|村 落 长 老　
trp_village_91_elder|村 落 长 老　
trp_village_92_elder|村 落 长 老　
trp_village_93_elder|村 落 长 老　
trp_village_94_elder|村 落 长 老　
trp_village_95_elder|村 落 长 老　
trp_village_96_elder|村 落 长 老　
trp_village_97_elder|村 落 长 老　
trp_village_98_elder|村 落 长 老　
trp_village_99_elder|村 落 长 老　
trp_village_100_elder|村 落 长 老　
trp_village_101_elder|村 落 长 老　
trp_village_102_elder|村 落 长 老　
trp_village_103_elder|村 落 长 老　
trp_village_104_elder|村 落 长 老　
trp_village_105_elder|村 落 长 老　
trp_village_106_elder|村 落 长 老　
trp_village_107_elder|村 落 长 老　
trp_village_108_elder|村 落 长 老　
trp_village_109_elder|村 落 长 老　
trp_village_110_elder|村 落 长 老　
trp_merchants_end|merchants end　
trp_merchants_end_pl|merchants end　
trp_local_merchant|本 地 商 人　
trp_local_merchant_pl|本 地 商 人　
trp_tax_rebel|造 反 的 农 民　
trp_tax_rebel_pl|造 反 的 农 民　
trp_trainee_peasant|农 民　
trp_trainee_peasant_pl|农 民　
trp_fugitive|紧 张 不 安 的 人　
trp_fugitive_pl|紧 张 不 安 的 人　
trp_belligerent_drunk|闹 事 的 酒 鬼　
trp_belligerent_drunk_pl|闹 事 的 酒 鬼　
trp_hired_assassin|雇 佣 刺 客　
trp_hired_assassin_pl|雇 佣 刺 客　
trp_fight_promoter|相 貌 粗 野 的 人　
trp_fight_promoter_pl|相 貌 粗 野 的 人　
trp_spy|普 通 的 市 民　
trp_spy_pl|普 通 的 市 民　
trp_spy_partner|不 起 眼 的 市 民　
trp_spy_partner_pl|不 起 眼 的 市 民　
trp_nurse_for_lady|女 仆　
trp_nurse_for_lady_pl|女 仆　
trp_temporary_minister|首 席 大 臣　
trp_temporary_minister_pl|首 席 大 臣　
trp_swadian_crossbowman_multiplayer_ai|斯 瓦 迪 亚 弩 手　
trp_swadian_crossbowman_multiplayer_ai_pl|斯 瓦 迪 亚 弩 手　
trp_swadian_infantry_multiplayer_ai|斯 瓦 迪 亚 步 兵　
trp_swadian_infantry_multiplayer_ai_pl|斯 瓦 迪 亚 步 兵　
trp_swadian_man_at_arms_multiplayer_ai|斯 瓦 迪 亚 武 装 骑 兵　
trp_swadian_man_at_arms_multiplayer_ai_pl|斯 瓦 迪 亚 武 装 骑 兵　
trp_vaegir_archer_multiplayer_ai|维 基 亚 弓 箭 手　
trp_vaegir_archer_multiplayer_ai_pl|维 基 亚 弓 箭 手　
trp_vaegir_spearman_multiplayer_ai|维 基 亚 长 矛 手　
trp_vaegir_spearman_multiplayer_ai_pl|维 基 亚 长 矛 手　
trp_vaegir_horseman_multiplayer_ai|维 基 亚 骑 手　
trp_vaegir_horseman_multiplayer_ai_pl|维 基 亚 骑 手　
trp_khergit_dismounted_lancer_multiplayer_ai|库 吉 特 下 马 枪 骑 兵　
trp_khergit_dismounted_lancer_multiplayer_ai_pl|库 吉 特 下 马 枪 骑 兵　
trp_khergit_veteran_horse_archer_multiplayer_ai|库 吉 特 骑 射 手　
trp_khergit_veteran_horse_archer_multiplayer_ai_pl|库 吉 特 骑 射 手　
trp_khergit_lancer_multiplayer_ai|库 吉 特 枪 骑 兵　
trp_khergit_lancer_multiplayer_ai_pl|库 吉 特 枪 骑 兵　
trp_nord_veteran_multiplayer_ai|诺 德 轻 步 兵　
trp_nord_veteran_multiplayer_ai_pl|诺 德 轻 步 兵　
trp_nord_scout_multiplayer_ai|诺 德 斥 侯　
trp_nord_scout_multiplayer_ai_pl|诺 德 斥 侯　
trp_nord_archer_multiplayer_ai|诺 德 弓 箭 手　
trp_nord_archer_multiplayer_ai_pl|诺 德 弓 箭 手　
trp_rhodok_veteran_crossbowman_multiplayer_ai|罗 多 克 弩 手　
trp_rhodok_veteran_crossbowman_multiplayer_ai_pl|罗 多 克 弩 手　
trp_rhodok_veteran_spearman_multiplayer_ai|罗 多 克 长 矛 手　
trp_rhodok_veteran_spearman_multiplayer_ai_pl|罗 多 克 长 矛 手　
trp_rhodok_scout_multiplayer_ai|罗 多 克 斥 侯　
trp_rhodok_scout_multiplayer_ai_pl|罗 多 克 斥 侯　
trp_sarranid_infantry_multiplayer_ai|萨 兰 德 步 兵　
trp_sarranid_infantry_multiplayer_ai_pl|萨 兰 德 步 兵　
trp_sarranid_archer_multiplayer_ai|萨 兰 德 弓 箭 手　
trp_sarranid_archer_multiplayer_ai_pl|萨 兰 德 弓 箭 手　
trp_sarranid_horseman_multiplayer_ai|萨 兰 德 骑 手　
trp_sarranid_horseman_multiplayer_ai_pl|萨 兰 德 骑 手　
trp_swadian_crossbowman_multiplayer|斯 瓦 迪 亚 弩 手　
trp_swadian_crossbowman_multiplayer_pl|斯 瓦 迪 亚 弩 手　
trp_swadian_infantry_multiplayer|斯 瓦 迪 亚 步 兵　
trp_swadian_infantry_multiplayer_pl|斯 瓦 迪 亚 步 兵　
trp_swadian_man_at_arms_multiplayer|斯 瓦 迪 亚 轻 骑 兵　
trp_swadian_man_at_arms_multiplayer_pl|斯 瓦 迪 亚 轻 骑 兵　
trp_vaegir_archer_multiplayer|维 基 亚 弓 箭 手　
trp_vaegir_archer_multiplayer_pl|维 基 亚 弓 箭 手　
trp_vaegir_spearman_multiplayer|维 基 亚 长 矛 手　
trp_vaegir_spearman_multiplayer_pl|维 基 亚 长 矛 手　
trp_vaegir_horseman_multiplayer|维 基 亚 骑 手　
trp_vaegir_horseman_multiplayer_pl|维 基 亚 骑 手　
trp_khergit_veteran_horse_archer_multiplayer|库 吉 特 骑 射 手　
trp_khergit_veteran_horse_archer_multiplayer_pl|库 吉 特 骑 射 手　
trp_khergit_infantry_multiplayer|库 吉 特 步 兵　
trp_khergit_infantry_multiplayer_pl|库 吉 特 步 兵　
trp_khergit_lancer_multiplayer|库 吉 特 枪 骑 兵　
trp_khergit_lancer_multiplayer_pl|库 吉 特 枪 骑 兵　
trp_nord_archer_multiplayer|诺 德 弓 箭 手　
trp_nord_archer_multiplayer_pl|诺 德 弓 箭 手　
trp_nord_veteran_multiplayer|诺 德 皇 家 侍 卫　
trp_nord_veteran_multiplayer_pl|诺 德 皇 家 侍 卫　
trp_nord_scout_multiplayer|诺 德 斥 侯　
trp_nord_scout_multiplayer_pl|诺 德 斥 侯　
trp_rhodok_veteran_crossbowman_multiplayer|罗 多 克 弩 手　
trp_rhodok_veteran_crossbowman_multiplayer_pl|罗 多 克 弩 手　
trp_rhodok_sergeant_multiplayer|罗 多 克 军 士　
trp_rhodok_sergeant_multiplayer_pl|罗 多 克 军 士　
trp_rhodok_horseman_multiplayer|罗 多 克 骑 手　
trp_rhodok_horseman_multiplayer_pl|罗 多 克 骑 手　
trp_sarranid_archer_multiplayer|萨 兰 德 弓 箭 手　
trp_sarranid_archer_multiplayer_pl|萨 兰 德 弓 箭 手　
trp_sarranid_footman_multiplayer|萨 兰 德 轻 步 兵　
trp_sarranid_footman_multiplayer_pl|萨 兰 德 轻 步 兵　
trp_sarranid_mamluke_multiplayer|萨 兰 德 马 穆 鲁 克　
trp_sarranid_mamluke_multiplayer_pl|萨 兰 德 马 穆 鲁 克　
trp_quick_battle_troop_1|罗 德 里 格 · 德 · 布 拉 甘 萨　
trp_quick_battle_troop_1_pl|罗 德 里 格 · 德 · 布 拉 甘 萨　
trp_quick_battle_troop_2|乌 西 亚 特 拉　
trp_quick_battle_troop_2_pl|乌 西 亚 特 拉　
trp_quick_battle_troop_3|荷 根　
trp_quick_battle_troop_3_pl|荷 根　
trp_quick_battle_troop_4|康 拉 德　
trp_quick_battle_troop_4_pl|康 拉 德　
trp_quick_battle_troop_5|斯 维 尔　
trp_quick_battle_troop_5_pl|斯 维 尔　
trp_quick_battle_troop_6|波 里 斯 拉 夫　
trp_quick_battle_troop_6_pl|波 里 斯 拉 夫　
trp_quick_battle_troop_7|斯 塔 夫 罗 斯　
trp_quick_battle_troop_7_pl|斯 塔 夫 罗 斯　
trp_quick_battle_troop_8|佳 玛 拉　
trp_quick_battle_troop_8_pl|佳 玛 拉　
trp_quick_battle_troop_9|埃 瑟 罗 德　
trp_quick_battle_troop_9_pl|埃 瑟 罗 德　
trp_quick_battle_troop_10|扎 伊 拉　
trp_quick_battle_troop_10_pl|扎 伊 拉　
trp_quick_battle_troop_11|阿 尔 戈 · 森 德 纳 尔　
trp_quick_battle_troop_11_pl|阿 尔 戈 · 森 德 纳 尔　
trp_tutorial_fighter_1|初 级 斗 士　
trp_tutorial_fighter_1_pl|初 级 斗 士　
trp_tutorial_fighter_2|初 级 斗 士　
trp_tutorial_fighter_2_pl|初 级 斗 士　
trp_tutorial_fighter_3|正 规 斗 士　
trp_tutorial_fighter_3_pl|初 级 斗 士　
trp_tutorial_fighter_4|资 深 斗 士　
trp_tutorial_fighter_4_pl|初 级 斗 士　
trp_tutorial_archer_1|弓 箭 手　
trp_tutorial_archer_1_pl|弓 箭 手　
trp_tutorial_master_archer|弓 箭 教 练　
trp_tutorial_master_archer_pl|弓 箭 教 练　
trp_tutorial_rider_1|骑 手　
trp_tutorial_rider_2|骑 射 手　
trp_tutorial_master_horseman|骑 术 教 练　
trp_tutorial_master_horseman_pl|骑 术 教 练　
trp_swadian_merchant|帕 拉 汶 商 人　
trp_vaegir_merchant|瑞 瓦 丁 商 人　
trp_khergit_merchant|图 尔 加 商 人　
trp_nord_merchant|萨 哥 斯 商 人　
trp_rhodok_merchant|杰 尔 喀 拉 商 人　
trp_sarranid_merchant|沙 瑞 兹 商 人　
trp_startup_merchants_end|startup merchants end
trp_startup_merchants_end_pl|startup merchants end
trp_sea_raider_leader|海 寇 首 领　
trp_sea_raider_leader_pl|海 寇　
trp_looter_leader|盗 贼　
trp_looter_leader_pl|劫 匪　
trp_bandit_leaders_end|bandit leaders end
trp_bandit_leaders_end_pl|bandit leaders end
trp_relative_of_merchant|商 人 的 兄 弟　
trp_relative_of_merchants_end|relative of merchants end
trp_relative_of_merchants_end_pl|relative of merchants end
trp_swadian_crossbowman_multiplayer_coop_tier_1|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_coop_tier_1_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer_coop_tier_1|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_coop_tier_1_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer_coop_tier_1|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_coop_tier_1_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer_coop_tier_1|维 基 亚 射 手 
trp_vaegir_archer_multiplayer_coop_tier_1_pl|维 基 亚 射 手 
trp_vaegir_spearman_multiplayer_coop_tier_1|维 基 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_coop_tier_1_pl|维 基 亚 长 矛 手 
trp_vaegir_horseman_multiplayer_coop_tier_1|维 基 亚 骑 手 
trp_vaegir_horseman_multiplayer_coop_tier_1_pl|维 基 亚 骑 手 
trp_khergit_veteran_horse_archer_multiplayer_coop_tier_1|库 吉 特 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_coop_tier_1_pl|库 吉 特 骑 射 手 
trp_khergit_infantry_multiplayer_coop_tier_1|库 吉 特 步 兵 
trp_khergit_infantry_multiplayer_coop_tier_1_pl|库 吉 特 步 兵 
trp_khergit_lancer_multiplayer_coop_tier_1|库 吉 特 枪 骑 兵 
trp_khergit_lancer_multiplayer_coop_tier_1_pl|库 吉 特 枪 骑 兵  
trp_nord_archer_multiplayer_coop_tier_1|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_coop_tier_1_pl|诺 德 弓 箭 手 
trp_nord_veteran_multiplayer_coop_tier_1|诺 德 皇 家 护 卫 
trp_nord_veteran_multiplayer_coop_tier_1_pl|诺 德 皇 家 护 卫 
trp_nord_scout_multiplayer_coop_tier_1|诺 德 斥 候 
trp_nord_scout_multiplayer_coop_tier_1_pl|诺 德 斥 候 
trp_rhodok_veteran_crossbowman_multiplayer_coop_tier_1|罗 多 克 长 矛 手 
trp_rhodok_veteran_crossbowman_multiplayer_coop_tier_1_pl|罗 多 克 长 矛 手 
trp_rhodok_sergeant_multiplayer_coop_tier_1|罗 多 克 军 士 
trp_rhodok_sergeant_multiplayer_coop_tier_1_pl|罗 多 克 军 士 
trp_rhodok_horseman_multiplayer_coop_tier_1|罗 多 克 骑 手 
trp_rhodok_horseman_multiplayer_coop_tier_1_pl|罗 多 克 骑 手 
trp_sarranid_archer_multiplayer_coop_tier_1|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_coop_tier_1_pl|萨 兰 德 弓 箭 手 
trp_sarranid_footman_multiplayer_coop_tier_1|萨 兰 德 轻 步 兵 
trp_sarranid_footman_multiplayer_coop_tier_1_pl|萨 兰 德 轻 步 兵 
trp_sarranid_mamluke_multiplayer_coop_tier_1|萨 兰 德 马 穆 鲁 克 
trp_sarranid_mamluke_multiplayer_coop_tier_1_pl|萨 兰 德 马 穆 鲁 克 
trp_swadian_crossbowman_multiplayer_coop_tier_2|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_coop_tier_2_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer_coop_tier_2|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_coop_tier_2_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer_coop_tier_2|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_coop_tier_2_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer_coop_tier_2|维 基 亚 弓 箭 手 
trp_vaegir_archer_multiplayer_coop_tier_2_pl|维 基 亚 弓 箭 手 
trp_vaegir_spearman_multiplayer_coop_tier_2|维 基 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_coop_tier_2_pl|维 基 亚 长 矛 手 
trp_vaegir_horseman_multiplayer_coop_tier_2|维 基 亚 骑 手 
trp_vaegir_horseman_multiplayer_coop_tier_2_pl|维 基 亚 骑 手 
trp_khergit_veteran_horse_archer_multiplayer_coop_tier_2|库 吉 特 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_coop_tier_2_pl|库 吉 特 骑 射 手 
trp_khergit_infantry_multiplayer_coop_tier_2|库 吉 特 步 兵 
trp_khergit_infantry_multiplayer_coop_tier_2_pl|库 吉 特 步 兵 
trp_khergit_lancer_multiplayer_coop_tier_2|库 吉 特 枪 骑 兵 
trp_khergit_lancer_multiplayer_coop_tier_2_pl|库 吉 特 枪 骑 兵 
trp_nord_archer_multiplayer_coop_tier_2|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_coop_tier_2_pl|诺 德 弓 箭 手 
trp_nord_veteran_multiplayer_coop_tier_2|诺 德 皇 家 护 卫 
trp_nord_veteran_multiplayer_coop_tier_2_pl|诺 德 皇 家 护 卫 
trp_nord_scout_multiplayer_coop_tier_2|诺 德 斥 候 
trp_nord_scout_multiplayer_coop_tier_2_pl|诺 德 斥 候 
trp_rhodok_veteran_crossbowman_multiplayer_coop_tier_2|罗 多 克 弩 手 
trp_rhodok_veteran_crossbowman_multiplayer_coop_tier_2_pl|罗 多 克 弩 手 
trp_rhodok_sergeant_multiplayer_coop_tier_2|罗 多 克 军 士 
trp_rhodok_sergeant_multiplayer_coop_tier_2_pl|罗 多 克 军 士 
trp_rhodok_horseman_multiplayer_coop_tier_2|罗 多 克 骑 手 
trp_rhodok_horseman_multiplayer_coop_tier_2_pl|罗 多 克 骑 手 
trp_sarranid_archer_multiplayer_coop_tier_2|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_coop_tier_2_pl|萨 兰 德 弓 箭 手 
trp_sarranid_footman_multiplayer_coop_tier_2|萨 兰 德 轻 步 兵 
trp_sarranid_footman_multiplayer_coop_tier_2_pl|萨 兰 德 轻 步 兵 
trp_sarranid_mamluke_multiplayer_coop_tier_2|萨 兰 德 马 穆 鲁 克 
trp_sarranid_mamluke_multiplayer_coop_tier_2_pl|萨 兰 德 马 穆 鲁 克 
trp_swadian_crossbowman_multiplayer_coop_tier_3|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_coop_tier_3_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer_coop_tier_3|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_coop_tier_3_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer_coop_tier_3|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_coop_tier_3_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer_coop_tier_3|维 基 亚 弓 箭 手 
trp_vaegir_archer_multiplayer_coop_tier_3_pl|维 基 亚 弓 箭 手 
trp_vaegir_spearman_multiplayer_coop_tier_3|维 基 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_coop_tier_3_pl|维 基 亚 长 矛 手 
trp_vaegir_horseman_multiplayer_coop_tier_3|维 基 亚 骑 手 
trp_vaegir_horseman_multiplayer_coop_tier_3_pl|维 基 亚 骑 手 
trp_khergit_veteran_horse_archer_multiplayer_coop_tier_3|库 吉 特 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_coop_tier_3_pl|库 吉 特 骑 射 手 
trp_khergit_infantry_multiplayer_coop_tier_3|库 吉 特 步 兵 
trp_khergit_infantry_multiplayer_coop_tier_3_pl|库 吉 特 步 兵 
trp_khergit_lancer_multiplayer_coop_tier_3|库 吉 特 枪 骑 兵 
trp_khergit_lancer_multiplayer_coop_tier_3_pl|库 吉 特 枪 骑 兵 
trp_nord_archer_multiplayer_coop_tier_3|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_coop_tier_3_pl|诺 德 弓 箭 手 
trp_nord_veteran_multiplayer_coop_tier_3|诺 德 皇 家 护 卫 
trp_nord_veteran_multiplayer_coop_tier_3_pl|诺 德 皇 家 护 卫 
trp_nord_scout_multiplayer_coop_tier_3|诺 德 斥 候 
trp_nord_scout_multiplayer_coop_tier_3_pl|诺 德 斥 候 
trp_rhodok_veteran_crossbowman_multiplayer_coop_tier_3|罗 多 克 弩 手 
trp_rhodok_veteran_crossbowman_multiplayer_coop_tier_3_pl|罗 多 克 弩 手 
trp_rhodok_sergeant_multiplayer_coop_tier_3|罗 多 克 军 士 
trp_rhodok_sergeant_multiplayer_coop_tier_3_pl|罗 多 克 军 士 
trp_rhodok_horseman_multiplayer_coop_tier_3|罗 多 克 骑 手 
trp_rhodok_horseman_multiplayer_coop_tier_3_pl|罗 多 克 骑 手 
trp_sarranid_archer_multiplayer_coop_tier_3|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_coop_tier_3_pl|萨 兰 德 弓 箭 手 
trp_sarranid_footman_multiplayer_coop_tier_3|萨 兰 德 轻 步 兵 
trp_sarranid_footman_multiplayer_coop_tier_3_pl|萨 兰 德 轻 步 兵 
trp_sarranid_mamluke_multiplayer_coop_tier_3|萨 兰 德 马 穆 鲁 克 
trp_sarranid_mamluke_multiplayer_coop_tier_3_pl|萨 兰 德 马 穆 鲁 克 
trp_swadian_crossbowman_multiplayer_coop_tier_4|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_coop_tier_4_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer_coop_tier_4|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_coop_tier_4_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer_coop_tier_4|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_coop_tier_4_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer_coop_tier_4|维 基 亚 弓 箭 手 
trp_vaegir_archer_multiplayer_coop_tier_4_pl|维 基 亚 弓 箭 手 
trp_vaegir_spearman_multiplayer_coop_tier_4|维 基 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_coop_tier_4_pl|维 基 亚 长 矛 手 
trp_vaegir_horseman_multiplayer_coop_tier_4|维 基 亚 骑 手 
trp_vaegir_horseman_multiplayer_coop_tier_4_pl|维 基 亚 骑 手 
trp_khergit_veteran_horse_archer_multiplayer_coop_tier_4|库 吉 特 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_coop_tier_4_pl|库 吉 特 骑 射 手 
trp_khergit_infantry_multiplayer_coop_tier_4|库 吉 特 步 兵 
trp_khergit_infantry_multiplayer_coop_tier_4_pl|库 吉 特 步 兵 
trp_khergit_lancer_multiplayer_coop_tier_4|库 吉 特 枪 骑 兵 
trp_khergit_lancer_multiplayer_coop_tier_4_pl|库 吉 特 枪 骑 兵 
trp_nord_archer_multiplayer_coop_tier_4|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_coop_tier_4_pl|诺 德 弓 箭 手 
trp_nord_veteran_multiplayer_coop_tier_4|诺 德 皇 家 护 卫 
trp_nord_veteran_multiplayer_coop_tier_4_pl|诺 德 皇 家 护 卫 
trp_nord_scout_multiplayer_coop_tier_4|诺 德 斥 候 
trp_nord_scout_multiplayer_coop_tier_4_pl|诺 德 斥 候 
trp_rhodok_veteran_crossbowman_multiplayer_coop_tier_4|罗 多 克 弩 手 
trp_rhodok_veteran_crossbowman_multiplayer_coop_tier_4_pl|罗 多 克 弩 手 
trp_rhodok_sergeant_multiplayer_coop_tier_4|罗 多 克 军 士 
trp_rhodok_sergeant_multiplayer_coop_tier_4_pl|罗 多 克 军 士 
trp_rhodok_horseman_multiplayer_coop_tier_4|罗 多 克 骑 手 
trp_rhodok_horseman_multiplayer_coop_tier_4_pl|罗 多 克 骑 手 
trp_sarranid_archer_multiplayer_coop_tier_4|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_coop_tier_4_pl|萨 兰 德 弓 箭 手 
trp_sarranid_footman_multiplayer_coop_tier_4|萨 兰 德 轻 步 兵 
trp_sarranid_footman_multiplayer_coop_tier_4_pl|萨 兰 德 轻 步 兵 
trp_sarranid_mamluke_multiplayer_coop_tier_4|萨 兰 德 马 穆 鲁 克 
trp_sarranid_mamluke_multiplayer_coop_tier_4_pl|萨 兰 德 马 穆 鲁 克 
trp_npc1_1|波 尔 查 
trp_npc1_1_pl|波 尔 查 
trp_npc2_1|马 尼 德 
trp_npc2_1_pl|马 尼 德 
trp_npc3_1|雅 米 拉 
trp_npc3_1_pl|雅 米 拉 
trp_npc4_1|罗 尔 夫 
trp_npc4_1_pl|罗 尔 夫 
trp_npc5_1|巴 赫 什 图 尔 
trp_npc5_1_pl|巴 赫 什 图 尔 
trp_npc6_1|费 伦 提 斯 
trp_npc6_1_pl|费 伦 提 斯 
trp_npc7_1|德 莎 维 
trp_npc7_1_pl|德 莎 维 
trp_npc8_1|玛 蒂 尔 德 
trp_npc8_1_pl|玛 蒂 尔 德 
trp_npc9_1|阿 莱 因 
trp_npc9_1_pl|阿 莱 因 
trp_npc10_1|班 达 克 
trp_npc10_1_pl|班 达 克 
trp_npc11_1|凯 特 琳 
trp_npc11_1_pl|凯 特 琳 
trp_npc12_1|杰 偌 姆 斯 
trp_npc12_1_pl|杰 偌 姆 斯 
trp_npc13_1|尼 扎 尔 
trp_npc13_1_pl|尼 扎 尔 
trp_npc14_1|雷 萨 里 特 
trp_npc14_1_pl|雷 萨 里 特 
trp_npc15_1|阿 提 曼 纳 
trp_npc15_1_pl|阿 提 曼 纳 
trp_npc16_1|克 莱 茜 
trp_npc16_1_pl|克 莱 茜 
trp_npc1_2|波 尔 查 
trp_npc1_2_pl|波 尔 查 
trp_npc2_2|马 尼 德 
trp_npc2_2_pl|马 尼 德 
trp_npc3_2|雅 米 拉 
trp_npc3_2_pl|雅 米 拉 
trp_npc4_2|罗 尔 夫 
trp_npc4_2_pl|罗 尔 夫 
trp_npc5_2|巴 赫 什 图 尔 
trp_npc5_2_pl|巴 赫 什 图 尔 
trp_npc6_2|费 伦 提 斯 
trp_npc6_2_pl|费 伦 提 斯 
trp_npc7_2|德 莎 维 
trp_npc7_2_pl|德 莎 维 
trp_npc8_2|玛 蒂 尔 德 
trp_npc8_2_pl|玛 蒂 尔 德 
trp_npc9_2|阿 莱 因 
trp_npc9_2_pl|阿 莱 因 
trp_npc10_2|班 达 克 
trp_npc10_2_pl|班 达 克 
trp_npc11_2|凯 特 琳 
trp_npc11_2_pl|凯 特 琳 
trp_npc12_2|杰 偌 姆 斯 
trp_npc12_2_pl|杰 偌 姆 斯 
trp_npc13_2|尼 扎 尔 
trp_npc13_2_pl|尼 扎 尔 
trp_npc14_2|雷 萨 里 特 
trp_npc14_2_pl|雷 萨 里 特 
trp_npc15_2|阿 提 曼 纳 
trp_npc15_2_pl|阿 提 曼 纳 
trp_npc16_2|克 莱 茜 
trp_npc16_2_pl|克 莱 茜 
trp_npc1_3|波 尔 查 
trp_npc1_3_pl|波 尔 查 
trp_npc2_3|马 尼 德 
trp_npc2_3_pl|马 尼 德 
trp_npc3_3|雅 米 拉 
trp_npc3_3_pl|雅 米 拉 
trp_npc4_3|罗 尔 夫 
trp_npc4_3_pl|罗 尔 夫 
trp_npc5_3|巴 赫 什 图 尔 
trp_npc5_3_pl|巴 赫 什 图 尔 
trp_npc6_3|费 伦 提 斯 
trp_npc6_3_pl|费 伦 提 斯 
trp_npc7_3|德 莎 维 
trp_npc7_3_pl|德 莎 维 
trp_npc8_3|玛 蒂 尔 德 
trp_npc8_3_pl|玛 蒂 尔 德 
trp_npc9_3|阿 莱 因 
trp_npc9_3_pl|阿 莱 因 
trp_npc10_3|班 达 克 
trp_npc10_3_pl|班 达 克 
trp_npc11_3|凯 特 琳 
trp_npc11_3_pl|凯 特 琳 
trp_npc12_3|杰 偌 姆 斯 
trp_npc12_3_pl|杰 偌 姆 斯 
trp_npc13_3|尼 扎 尔 
trp_npc13_3_pl|尼 扎 尔 
trp_npc14_3|雷 萨 里 特 
trp_npc14_3_pl|雷 萨 里 特 
trp_npc15_3|阿 提 曼 纳 
trp_npc15_3_pl|阿 提 曼 纳 
trp_npc16_3|克 莱 茜 
trp_npc16_3_pl|克 莱 茜 
trp_npc1_4|波 尔 查 
